Name,gdd,Mole1,C-C,C=C,C:N,C:C,C:S,C-H,C-Si,N:S,H-Si,H-N,C:O,C-N,C/C,N-O,N=O,C-O,C=O,C-F,O=S,C-S,N:N,H-O,C#N,C=N,N-N,B-C,C#C,C=S,N:O,B-F,B-N,C/N,Br-C,B-O,N/N,C-Cl,C/O,C\\C,N-S,B-H,N=N,N=S,O-S,H/N,C\\N,H-S,N/O,N\\N,N\\O,C/S,C\\O,N#N,tot_num,HBA,HBD,mui,MaxPC,minPC,weight
test_2256,269,CCC(CC)C(=O)Nc1cccc(C(=O)Nc2nccs2)c1,6,0,2,7,2,17,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,2,44.678694302661,0.257018554074519,0.257018554074519,317.414
test_2254,271,CCCCOCCCNC(=O)NC(CC(C)C)C(=O)O,10,0,0,0,0,25,0,0,0,2,0,4,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,3,41.1625844564415,0.325764634338463,0.325764634338463,288.387999999999
test_2252,275,Cc1onc(-c2ccccc2)c1C(=O)OCC(=O)c1ccccc1,5,0,1,14,0,15,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,45.8558219653634,0.344019181508502,0.344019181508502,321.332
test_2250,293,COC(=O)C1C(=O)NCC1c1ccc(OC)cc1,5,0,0,6,0,14,0,0,0,1,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,1,50.0173674037145,0.318418438107059,0.318418438107059,249.266
test_2248,284,CCOC(=O)CN1C(=O)COc2ccc(C(C)(C)C)cc21,7,0,0,6,0,21,0,0,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,44.1223308885633,0.325574705657605,0.325574705657605,291.347
test_2246,277,CCc1cc(OCCN2C(=O)NC(C)(C)C2=O)ccc1Cl,6,0,0,6,0,18,0,0,0,1,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,1,45.2560747165196,0.324627674915319,0.324627674915319,310.781
test_2244,273,COc1cccc(CN2CCN(C(=O)CC(C)C)CC2)c1,7,0,0,6,0,26,0,0,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,41.6156988493236,0.222412036380931,0.222412036380931,290.407
test_2242,284,N#CC(=Cc1ccc(C#N)cc1)C(=O)N1CCCC1,7,1,0,6,0,13,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,50.824145953195,0.264023423583113,0.264023423583113,251.289
test_2240,280,CSc1nc2ccccc2n1Cc1cccc(F)c1,1,0,4,12,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,50.824145953195,0.168576910457179,0.168576910457179,272.348
test_224,263,c1cc2c3nsnc3c3c(ccc4cc(-c5cccnc5)c5ccccc5c34)c2o1,1,0,4,27,0,13,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,43.5857457688057,0.143565720534087,0.143565720534087,403.466
test_2238,286,CCOC(=O)c1nc(N)c(=O)n(-c2ccccc2)n1,2,0,4,7,0,10,0,0,0,2,0,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,1,51.6701827324283,0.377762653918766,0.377762653918766,260.253
test_2236,269,CC(C)CNC(=O)CC(=O)NN=Cc1ccc(Br)cc1,6,0,0,6,0,16,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,2,46.4794101517314,0.24899588258585,0.24899588258585,340.221
test_2234,281,CCC(=O)Nc1nc2c(s1)COc1ccccc1-2,4,0,2,7,2,11,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,1,52.5587497445511,0.225371729306799,0.225371729306799,260.318
test_2232,279,O=C1CCCN1CN(C(=O)c1ccccc1)c1ccccc1,4,0,0,12,0,18,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,45.2560747165196,0.259252357747228,0.259252357747228,294.354
test_2226,268,CCN(C(=O)CSc1nc2nc(C)cc(C)n2n1)c1ccccc1,4,0,7,8,0,19,0,0,0,0,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,43.5857457688057,0.25312684415593,0.25312684415593,341.44
test_2224,286,CCOC(=O)c1nnn(-c2ccc(OC)cc2)c1N,2,0,2,7,0,12,0,0,0,2,0,2,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,1,50.0173674037145,0.362308855195442,0.362308855195442,262.269
test_2222,273,COc1ccc(S(=O)(=O)NCCSCc2ccco2)cc1,2,0,0,9,0,16,0,0,0,1,2,1,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,1,46.4794101517314,0.240092085753828,0.240092085753828,327.427
test_2220,273,O=C(COC(=O)C=Cc1ccccc1Cl)NCc1ccco1,4,1,0,9,0,13,0,0,0,1,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,1,47.8047198931139,0.330774384364549,0.330774384364549,319.744
test_222,266,c1cc2c3nsnc3c3cc4cc([nH]c4cc3c2o1)-c1cncc2nsnc12,1,0,8,19,0,7,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,1,47.8047198931139,0.166549711400214,0.166549711400214,400.448
test_2218,274,COc1cc(Cl)c(C)cc1NC(=O)c1cccc(OC)c1OC,2,0,0,12,0,17,0,0,0,1,0,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,1,44.678694302661,0.259175991282411,0.259175991282411,335.787
test_2216,301,COc1ccc(OC)c(S(N)(=O)=O)c1,0,0,0,6,0,9,0,0,0,2,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,1,57.7855529932362,0.24137404113494,0.24137404113494,217.246
test_2212,275,CC1CCCCC1NC(=O)CON=Cc1ccccc1OC(F)F,9,0,0,6,0,21,0,0,0,1,0,2,0,1,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,1,42.0837086969598,0.387053368142806,0.387053368142806,340.37
test_2210,285,O=C(Nc1c(F)cc(F)cc1Br)c1cc(C2CC2)on1,5,0,1,8,0,8,0,0,0,1,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,1,53.4935129650585,0.277460460895383,0.277460460895383,343.127
test_2208,280,[O-][N+](=Cc1cccnc1)c1ccc(Br)cc1,1,0,2,10,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,57.7855529932362,0.216054835975331,0.216054835975331,277.121
test_2204,270,Fc1ccccc1Cn1nnc2c(NCCc3ccccn3)ncnc21,3,0,8,12,0,15,0,0,0,1,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,1,44.1223308885633,0.183666566171745,0.183666566171745,349.373
test_2202,269,Nc1c(C(=O)NCc2ccccc2)nnn1Cc1cccc(Cl)c1,3,0,2,13,0,13,0,0,0,3,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,2,45.2560747165196,0.275481370337661,0.275481370337661,341.802
test_2200,263,CSc1nsc(SCC(=O)N2CCN(c3ccccc3)CC2)n1,3,0,3,6,1,18,0,1,0,0,0,6,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,0,44.678694302661,0.232644326229937,0.232644326229937,366.537
test_220,266,c1cc2c3nsnc3c3c4[nH]c(cc4sc3c2o1)-c1cncc2nsnc12,1,0,8,16,2,5,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,1,50.0173674037145,0.166599938618,0.166599938618,406.477
test_22,271,C1c2cc(oc2-c2[nH]c3ccc4c[nH]cc4c3c12)-c1ccc[nH]1,4,0,6,16,0,10,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,3,47.8047198931139,0.166667194019228,0.166667194019228,299.333
test_2198,284,Cc1nnc(NC(=O)Cc2cccs2)s1,3,0,2,3,4,8,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,1,59.025304003209,0.230953069364202,0.230953069364202,239.325
test_2196,267,c1ccc(-c2csc(N3CCN(c4ccccn4)CC3)n2)cc1,3,0,4,11,2,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,44.678694302661,0.185480051208894,0.185480051208894,322.437
test_2194,276,CCN(CC)CCOc1cccc(C(C)C)c1,6,0,0,6,0,25,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,44.1223308885633,0.119145326622298,0.119145326622298,235.371
test_2192,270,Cc1[nH]c2ccccc2c1C(=O)CSc1ccc(Cl)cc1,3,0,2,14,0,13,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,1,48.5101586726861,0.175003015454015,0.175003015454015,315.825
test_2190,274,N#CC(=CC=Cc1ccccc1)C(=O)NCc1ccco1,5,2,0,9,0,13,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,1,48.5101586726861,0.261806089228994,0.261806089228994,278.311
test_2188,274,CCOC(=O)N1CCN(C(=O)Nc2ccc(Cl)cc2Cl)CC1,3,0,0,6,0,16,0,0,0,1,0,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,1,45.8558219653634,0.409366283849535,0.409366283849535,346.214
test_2186,281,CCC(=O)c1cn(CC(=O)NCC2CCCO2)c2ccccc12,8,0,2,8,0,21,0,0,0,1,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,1,42.5674437751975,0.239530311956287,0.239530311956287,314.385
test_2184,276,O=C(Nc1ccccc1N1CCOCC1)c1ccc2c(c1)OCO2,3,0,0,12,0,17,0,0,0,1,0,5,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,1,44.1223308885633,0.255359857902879,0.255359857902879,326.352
test_2182,280,CCC(=O)Nc1cc(C(=O)O)ccc1Sc1ccccc1,3,0,0,12,0,13,0,0,0,1,0,2,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,2,47.8047198931139,0.335258118924549,0.335258118924549,301.367
test_2180,279,COC(=O)c1ccc(NC(=O)c2cccc(OC)c2)cc1,2,0,0,12,0,14,0,0,0,1,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,1,47.8047198931139,0.337344031104454,0.337344031104454,285.299
test_218,263,c1cc2c3cscc3c3cc([nH]c3c2[nH]1)-c1cccc2c[nH]cc12,1,0,6,20,2,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,3,47.1284527306731,0.166621253960366,0.166621253960366,327.412
test_2178,291,COc1cc(S(=O)(=O)NC2CCCC2)ccc1F,5,0,0,6,0,15,0,0,0,1,0,1,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,1,49.2469162947495,0.240455454454111,0.240455454454111,273.329
test_2176,281,CCOC(=O)c1oc2nc(C)c3c(c2c1N)CC(C)(C)OC3,8,0,2,6,0,18,0,0,0,2,2,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,1,44.1223308885633,0.376049108831705,0.376049108831705,304.346
test_2172,286,CCN(CC)C(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,3,0,8,2,0,19,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,0,45.2560747165196,0.331703437304351,0.331703437304351,293.327
test_2170,276,NC(=O)c1ccccc1OCC1CC(c2ccccc2)=NO1,5,0,0,12,0,14,0,0,0,2,0,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,1,46.4794101517314,0.251962174744027,0.251962174744027,296.326
test_2168,275,COc1ccc(-c2nn(-c3ccccc3)cc2CO)cc1,2,0,2,14,0,15,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,1,47.1284527306731,0.21053125042731,0.21053125042731,280.327
test_2166,265,CCc1cc(C)cc(OCCNC(=O)c2cncc(Br)c2)c1,5,0,2,10,0,18,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,1,44.678694302661,0.252504764222734,0.252504764222734,363.255
test_2164,278,Cc1ccccc1CNC(=O)c1ccccc1N,3,0,0,12,0,13,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,2,49.2469162947495,0.253137705361915,0.253137705361915,240.306
test_2162,306,Cc1cc(C(=O)O)c(S(C)(=O)=O)s1,2,0,0,3,2,7,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,1,63.2694479323461,0.337404939360624,0.337404939360624,220.271
test_216,259,c1cc2c3cscc3c3cc(-c4cccc5c[nH]cc45)c4cocc4c3c2s1,1,0,2,25,4,12,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,1,44.678694302661,0.165355122972538,0.165355122972538,395.508
test_2158,274,CC(C)Cc1cc(C(=O)Nc2cc(Cl)ccc2Cl)no1,5,0,1,8,0,13,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,1,49.2469162947495,0.27739294532782,0.27739294532782,313.184
test_2156,271,Cc1cccc(NS(=O)(=O)c2ccc(C3CCCCC3)cc2)c1,8,0,0,12,0,22,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,1,42.0837086969598,0.261389367889683,0.261389367889683,329.465
test_2154,281,CSc1cccc(NS(=O)(=O)c2ccccc2)c1,0,0,0,12,0,12,0,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,1,51.6701827324283,0.261389485871495,0.261389485871495,279.386
test_2152,278,CCOC(=O)c1sc(N(C)C)nc1-c1ccccc1,3,0,2,7,2,16,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,48.5101586726861,0.350193172250421,0.350193172250421,276.361
test_2150,275,O=C(Nc1nc2ccccc2n1Cc1ccccc1)c1ccco1,2,0,4,15,0,14,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,1,45.8558219653634,0.293158904970039,0.293158904970039,317.348
test_2148,278,CCC(=O)Nc1sc2c(c1C#N)CC(C)(C)NC2(C)C,10,0,0,3,2,19,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,2,44.678694302661,0.224227477144484,0.224227477144484,291.42
test_2146,277,COc1ccc(C(CC(=O)O)NC(=O)c2cccs2)cc1,4,0,0,9,2,13,0,0,0,1,0,2,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,2,47.8047198931139,0.305287360316765,0.305287360316765,305.355
test_2144,299,CC(=Nn1cnnc1)c1cccnc1,2,0,6,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,60.3461549419749,0.14097057766333,0.14097057766333,187.206
test_2142,289,CCCOC(=O)C(C)=NNC(=O)c1ccco1,5,0,0,3,0,13,0,0,0,1,2,1,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,1,51.6701827324283,0.353691375696277,0.353691375696277,238.243
test_2140,287,CCCN1CCC2(CC1)NC(CO)(CO)CO2,9,0,0,0,0,21,0,0,0,1,0,5,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,3,44.678694302661,0.210137170979672,0.210137170979672,244.335
test_214,261,c1cc2c3cscc3c3c4oc(cc4ccc3c2[nH]1)-c1cccc2nsnc12,1,0,4,23,2,10,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,1,45.8558219653634,0.165945680187405,0.165945680187405,397.484
test_2138,276,O=C(N1CCOCC1)N1c2ccccc2Sc2ccccc21,2,0,0,12,0,16,0,0,0,0,0,6,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,46.4794101517314,0.328836988910711,0.328836988910711,312.394
test_2136,288,COCc1cc(=O)n2c([nH]c3ccccc32)c1C#N,2,0,5,10,0,10,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,1,52.5587497445511,0.256694689910171,0.256694689910171,253.261
test_2134,278,Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1C,3,0,6,8,0,12,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,2,50.824145953195,0.194399733701166,0.194399733701166,258.35
test_2132,272,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC,3,1,0,12,0,15,0,0,0,1,0,2,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,2,44.678694302661,0.337311268417448,0.337311268417448,327.336
test_2130,272,Cc1ccc(CNc2ccc(N3CCOCC3)c(C(=O)O)c2)s1,5,0,0,9,2,18,0,0,0,1,0,5,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,2,43.5857457688057,0.337383321997804,0.337383321997804,332.425
test_2128,276,COc1ccccc1-n1c(SCC(N)=O)nc2c(c1=O)SCC2,3,0,4,8,0,13,0,0,0,2,0,2,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,1,46.4794101517314,0.272339613643807,0.272339613643807,349.437
test_2126,290,N#Cc1c(N)oc(-c2ccco2)c1-c1ccco1,3,0,0,9,0,6,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,1,56.618966450894,0.209479658033053,0.209479658033053,240.218
test_2124,286,CS(=O)(=O)Nc1ccccc1C(=O)N1CCCC1,4,0,0,6,0,15,0,0,0,1,0,4,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,1,49.2469162947495,0.255483625511027,0.255483625511027,268.338
test_2122,269,CCN(C(=O)COc1ccccc1)c1nnc(-c2cccnc2)s1,3,0,4,10,2,16,0,0,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,0,45.2560747165196,0.266231523192295,0.266231523192295,340.408
test_2120,280,Cn1nc(C(=O)NCc2ccc(F)cc2)c2ccccc2c1=O,2,0,2,14,0,13,0,0,0,1,0,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,1,47.1284527306731,0.27390204325509,0.27390204325509,311.316
test_2116,284,CC(C)(C)Oc1ncc(Br)c(OC(C)(C)C)n1,6,0,4,2,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,47.8047198931139,0.319773763811175,0.319773763811175,303.2
test_2114,286,CCOC(=O)C(C#N)=C(C)c1ccc(OC)cc1,5,1,0,6,0,15,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,50.0173674037145,0.348667382393051,0.348667382393051,245.278
test_2112,293,CN1C(=O)CC(Sc2ccccc2C(=O)O)C1=O,4,0,0,6,0,10,0,0,0,0,0,3,0,0,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,1,53.4935129650585,0.336328214566861,0.336328214566861,265.29
test_2110,275,CC1(C)Cc2nc3oc4c(N5CCOCC5)ncnc4c3cc2CO1,7,0,6,7,0,20,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0,42.5674437751975,0.228936166918938,0.228936166918938,340.383
test_2108,274,C=CCc1c(C)nc(SC)nc1Nc1ccc(C(=O)O)cc1,4,1,4,8,0,15,0,0,0,1,0,2,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6,2,45.8558219653634,0.335180838819814,0.335180838819814,315.398
test_2106,277,O=C(Nc1ccccc1Oc1ccccc1)c1ccc(Br)o1,1,0,0,15,0,11,0,0,0,1,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,1,49.2469162947495,0.291018605889028,0.291018605889028,358.191
